,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
SUBJECT,BCBUTE02,BCCI,BCCICP02,BCEMFT02,BCOBLV02,BCSPFT02,BRBUFT02,BRBUTE02,BRCI,BRCICP02,BREMFT02,BRODFT02,BRVSLV02,BSCI,BSCICP02,BSEMFT02,BSFGLV02,BSOBLV02,BSPRFT02,BSPRTE02,BSSPFT02,BSXRLV02,BVBUTE02,BVCI,BVCICP02,BVDEFT02,BVDETE02,BVEMFT02,BVEMTE02,CCEUSP01,CCRETT01,CCUSMA02,CCUSSP01,CP010000,CP020000,CP030000,CP040000,CP040100,CP040200,CP040300,CP040400,CP040500,CP050000,CP060000,CP070000,CP070200,CP080000,CP090000,CP100000,CP110000,CP120000,CPALTT01,CPGREN01,CPGRGO01,CPGRHO01,CPGRHO02,CPGRLE01,CPGRLH01,CPGRLH02,CPGRSE01,CPHP0100,CPHP0200,CPHP0300,CPHP0400,CPHP0401,CPHP0403,CPHP0404,CPHP0405,CPHP0500,CPHP0600,CPHP0700,CPHP0702,CPHP0800,CPHP0900,CPHP1000,CPHP1100,CPHP1200,CPHPEN01,CPHPLA01,CPHPSE01,CPHPTT01,CSCICP02,CSESFT,CSESFT02,CSINFT,CSINFT02,FTSE,IR3TIB01,IRLTLT01,IRSTCI01,LCEAMN01,LCEAMN02,LCEAPR02,LCEATT02,LFHU24FE,LFHU24MA,LFHU24TT,LFHUADFE,LFHUADMA,LFHUADTT,LFHUTTFE,LFHUTTMA,LFHUTTTT,LMJVTTUV,LMUNRLTT,LMUNRRTT,LOCOBPNO,LOCOBPOR,LOCOCINO,LOCOCIOR,LOCOS3NO,LOCOS3OR,LOCOSPNO,LOCOSPOR,LOCOSTNO,LOCOSTOR,LOCOVRNO,LOLITOAA,LOLITONO,LOLITOTR,LORSGPNO,LORSGPRT,LORSGPTD,LRHU24FE,LRHU24MA,LRHU24TT,LRHUADFE,LRHUADMA,LRHUADTT,LRHUTTFE,LRHUTTMA,LRHUTTTT,MABMM301,MANMM101,PIEAEN01,PIEAEN02,PIEAFD01,PIEAFD02,PIEAMI01,PIEAMI02,PIEAMP01,PIEAMP02,PIEATI01,PIEATI02,PITGCD01,PITGCD02,PITGCG01,PITGCG02,PITGIG01,PITGIG02,PITGND01,PITGND02,PITGVG01,PITGVG02,PRCNTO01,PREND401,PRINTO01,PRMITO01,PRMNCG01,PRMNCG02,PRMNCG03,PRMNIG01,PRMNTO01,PRMNVG01,SLRTCR03,SLRTTO01,SLRTTO02,SPASTT01,XTEXVA01,XTIMVA01
TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-01,0.2,-2.2,-2.2,8.2,-12.6,32.6,33.4,9.4,10.7,10.7,22.2,26.7,10.8,-1.9,-1.9,-10.0,10.8,-5.8,11.0,-0.3,0.3,-0.2,7.3,19.6,19.6,31.7,19.8,22.5,8.0,1.5705983979896299,108.261103334532,38.37830735785448,1.4635,34.1,31.05,71.4,35.85,35.95,41.7178391959799,35.9,21.35,18.35,40.5,34.6,33.949999999999996,35.75,40.949999999999996,49.45,19.2,34.05,37.2,37.35,25.20208785259442,41.8,35.92339181286549,35.93835384095586,39.04488038952792,23.699019987038287,23.64428393881607,34.7527950310559,34.25,31.0,71.30000000000001,27.75,35.95,35.699999999999996,21.35,17.900000000000002,40.75,34.5,34.099999999999994,35.75,41.0,49.45,19.2,34.05,37.0,25.1,39.25,32.550000000000004,36.75,1.1,-6.3,-6.3,23.7,23.7,,5.84578,4.8471,5.9208,44.74131653450906,65.91077360056241,67.9334521896881,67.41513533046924,198.0,303.0,501.0,354.0,595.5,949.5,552.0,898.5,1450.5,395700.0,1043.2,3.4,100.455458105858,11.0,100.21439429039499,1.1,100.59930730633002,31.7,100.996141499727,121.58835520000001,100.58237115474701,5.84578,99.2158767283678,100.281238891887,100.258831543898,40.71066546295824,99.8529728263632,99.84110452136709,77.9515573078324,9.7,13.25,11.600000000000001,3.2,4.45,3.9,4.199999999999999,5.7,5.05,240775.84517038424,154049.2091766662,22.98912801368444,24.022110528393437,,35.44787292822054,,30.882155651531644,,37.711042460752026,,32.69140135676277,42.826773112652965,44.42754899718944,40.54864051242844,37.950331883350295,39.89781434622557,37.20862666365171,40.42239303539663,37.36025790257597,43.828035417363175,39.77635713665878,,120.5899508374305,74.14831048175611,210.36753062755253,109.794837855725,135.0695322376735,98.37296620775955,110.17018158130399,69.92268284199479,94.56940049602329,57.50425340091491,36.91174918536694,62.30667831948355,44.66690440292903,1.7131167217153,0.561779195799238
2001-02-01,-1.8,-3.9,-3.9,5.8,-13.6,32.0,36.6,18.7,12.9,12.9,9.6,23.0,16.6,-6.9,-6.9,-10.3,20.7,-13.8,13.7,-6.1,-10.4,-11.7,7.3,19.4,19.4,31.6,19.3,22.8,8.0,1.56568028808517,107.636077274275,38.680538162906934,1.4480000000000002,34.25,31.3,72.25,36.0,36.0,41.943467336683426,36.25,21.35,18.45,41.0,34.699999999999996,33.3,36.1,40.300000000000004,49.85,19.2,34.050000000000004,37.65,37.45,25.354011262397652,42.0,35.971897810218984,36.04112837665292,39.079579402076156,23.729800440733957,23.663943401049774,34.80038759689923,34.4,31.3,72.2,27.85,36.0,36.05,21.35,18.0,41.25,34.599999999999994,33.45,36.1,40.3,49.9,19.2,34.050000000000004,37.449999999999996,25.349999999999998,39.300000000000004,32.5,36.75,0.8,-8.8,-8.8,22.7,22.7,5917.9,5.75655,4.8248,5.8447,45.882973348420556,66.42650083895735,69.95132791933224,69.3288901804035,193.5,300.5,494.0,365.5,576.5,942.0,559.0,877.0,1435.5,391600.0,1036.45,3.35,100.393768804763,13.7,100.30424646363001,0.8,100.630071543877,31.6,100.91090197435301,120.132752,100.49913915081699,5.75655,99.3517767169519,100.32995842983401,100.303669415148,40.94577074424749,99.9085047025823,99.9010893400576,78.15466841912409,9.55,13.149999999999999,11.5,3.3,4.300000000000001,3.8499999999999996,4.25,5.55,5.0,239556.3810118166,155467.38644739505,22.63100213277743,23.66105835141073,,35.53810299467061,,32.44591471341693,,37.33460021843121,,32.539443807384735,42.73271464072985,44.38256539036777,40.752090380697496,38.135490476788924,39.789652421314656,37.11485394680907,40.60062778505156,37.49189395711993,43.59484108992417,39.365461194061226,,115.6903591367385,72.16951429931389,199.016584715393,109.497021839841,136.43489254108698,96.12015018773485,109.87704584317251,68.404344193818,93.7997092277431,44.86376212828544,39.28775859010949,62.51382162498855,45.90176026342389,5.03855927115721,2.14284083768115
2001-03-01,0.6,-5.1,-5.1,3.6,-13.8,28.9,31.3,16.3,11.6,11.6,7.2,35.4,13.0,-14.0,-14.0,-10.5,20.4,-19.0,-2.6,-0.6,-12.6,-19.9,5.7,16.3,16.3,28.2,14.8,21.5,9.4,1.6149870801033601,108.53288048393298,38.66989732335793,1.4255,35.75,31.95,73.45,36.1,36.0,42.104705144291096,36.150000000000006,21.35,18.15,41.699999999999996,35.099999999999994,32.4,31.75,39.1,49.800000000000004,19.2,34.3,37.699999999999996,37.6,22.996826960906404,42.300000000000004,36.09489051094891,36.02808035763581,39.29502990787035,23.841638098527476,23.795345734237554,34.927906976744175,35.85,31.9,73.45,27.75,36.0,35.95,21.35,17.8,41.95,35.05,32.55,31.75,39.1,49.900000000000006,19.2,34.25,37.550000000000004,23.05,39.5,32.55,36.95,2.1,-5.8,-5.8,30.2,30.2,5633.7,5.55126,4.703,5.4017,46.431712584494534,67.36098351088815,69.88589464389841,69.42617696021111,193.0,283.5,477.0,369.5,550.5,920.5,562.5,834.0,1396.5,394900.0,1016.0,3.3,100.24308802300301,-2.6,100.353910661024,2.1,100.65312553840499,28.2,100.78785124982201,111.2028178,100.404515556975,5.55126,99.5096907096709,100.34297701838001,100.315650764349,41.147309546086646,99.9616416413365,99.9585209189669,78.3576677880639,9.55,12.399999999999999,11.05,3.3499999999999996,4.1,3.75,4.25,5.3,4.8,244671.62720797944,158857.18417000343,20.074938618852897,21.055247804199947,,36.24186654393563,,26.35848022841856,,37.5631684593116,,31.920529384132752,42.632584612014945,44.28837121333146,40.921221195480946,38.50580766366618,39.70344949579763,37.19168309009654,40.832159157494516,37.95481403096712,43.62428686638917,39.46041228556455,,114.84042996416952,76.14443467335383,210.21751812651047,109.59629384513599,151.201011378003,101.5769712140175,115.642048693103,72.58145363408534,101.3426836568888,92.99582409925989,38.70326993597947,63.188268639276096,36.98835372932125,-2.7473441012685402,0.548842319481519
2001-04-01,-0.3,-7.0,-7.0,0.5,-14.6,29.6,22.8,21.4,11.4,11.4,7.2,29.0,9.9,-12.0,-12.0,-13.2,13.4,-21.6,-1.0,0.3,-10.9,-19.4,0.7,13.1,13.1,30.2,8.4,27.0,9.7,1.61420500403551,109.628632643999,39.09873619573387,1.4318,36.150000000000006,30.45,72.05,36.85,36.949999999999996,42.02499999999999,36.75,29.299999999999997,19.7,41.300000000000004,35.4,33.25,31.550000000000004,39.15,50.2,19.2,34.5,38.25,37.95,23.603305203938103,42.2,36.853488372093025,36.84115817631693,39.62519905534133,24.26485000741125,24.227903544747683,35.49899845916794,36.25,30.5,72.0,29.45,36.949999999999996,36.55,29.299999999999997,19.3,41.55,35.4,33.4,31.550000000000004,39.2,50.25,19.2,34.5,38.150000000000006,23.599999999999998,39.95,33.4,37.300000000000004,0.6,-10.8,-10.8,28.9,28.9,5966.9,5.40449,4.9468,5.3159,44.75920495230073,66.39402093391286,67.96667308578739,67.83787664530314,179.0,272.5,451.5,363.5,532.5,896.0,542.5,805.0,1347.5,387800.0,990.95,3.2,100.074171190912,-1.0,100.35837052624599,0.6,100.672152992532,30.2,100.656899167334,111.93421059999999,100.301909509659,5.40449,99.6744232238912,100.340692123711,100.313547915733,41.328372590739384,100.001685838067,100.00182338766199,78.5605545463866,8.85,11.9,10.45,3.3,3.95,3.6500000000000004,4.1,5.1,4.65,245789.99507976574,159960.90027435948,23.613673143630947,24.5954454770158,,36.29596245819614,,34.77372483349225,,37.845326896881915,,32.77525064872526,42.90151109754181,44.431824439874596,41.113565367957925,38.69096625710482,39.38493704316153,36.987912784783276,41.011065287892315,38.13998206050598,43.789692137254086,39.508028015014304,,108.8409299225065,69.65728658624003,207.66730560880052,107.71012574454001,129.709228824273,96.82102628285355,107.9228075889585,65.41377598585844,89.48943812537416,59.051482415436226,39.42955046554411,64.6391409105614,39.46525812119024,-4.65099420382672,-4.04202106737549
2001-05-01,0.5,-4.0,-4.0,5.3,-13.3,33.6,28.5,30.3,16.4,16.4,6.8,30.2,9.7,-15.6,-15.6,-13.6,20.7,-24.2,-1.9,-3.5,-5.5,-22.1,-2.4,13.0,13.0,37.9,3.5,26.0,8.8,1.6742005692281898,110.476250738391,37.84820676008783,1.4173,37.95,30.35,72.35000000000001,36.900000000000006,37.0,42.12219451371571,36.95,29.299999999999997,20.400000000000002,41.800000000000004,35.95,34.25,34.1,39.7,50.4,19.2,34.550000000000004,38.449999999999996,38.400000000000006,25.09529837251355,43.05,36.90137880986938,36.922464435688795,39.95470397083302,24.36417019044115,24.322570503507002,35.640490797546,38.1,30.35,72.30000000000001,29.75,37.0,36.75,29.299999999999997,20.0,42.0,35.9,34.400000000000006,34.1,39.75,50.45,19.2,34.550000000000004,38.35,25.2,40.199999999999996,33.6,37.85,0.3,-11.1,-11.1,32.5,32.5,5796.1,5.2485800000000005,5.1153,5.5203,45.541744487398226,66.55558861864755,67.4783103430436,67.41612132731626,191.0,279.5,470.5,362.5,552.5,915.5,554.0,832.0,1386.0,678000.0,977.9,3.2,99.9001635155863,-1.9,100.331785314496,0.3,100.65623232589199,37.9,100.519792044617,113.7680791,100.190708846114,5.2485800000000005,99.84079523479478,100.321477147828,100.295863868407,41.46458825444,100.02345550407101,100.025372254356,78.76332809391941,9.3,12.1,10.8,3.25,4.1,3.7,4.199999999999999,5.25,4.800000000000001,245500.79083828183,160522.6332854378,23.86914174814924,24.861156117798938,,36.49403570794286,,34.65547409900978,,38.31559095949905,,33.00183593437927,42.8191229264153,44.481181322647565,41.019199935378474,38.730134604746716,39.20457420016107,37.081448174874424,40.94760860276447,38.21718256178829,43.86081122423975,39.699431955134436,,97.7918506791101,71.18149058505362,203.816984748729,108.405029781602,132.5410872313525,101.176470588235,112.661835355427,67.79077948319649,91.747199178996,61.806180121773195,41.06141790295032,66.08682636176206,41.84293851640437,-1.6334767976678701,-0.238782077500048
2001-06-01,-1.8,-0.5,-0.5,9.5,-10.6,32.8,30.3,23.8,16.0,16.0,28.0,34.0,6.0,-8.3,-8.3,-14.0,17.5,-13.5,6.1,3.0,-11.2,-1.7,5.1,14.6,14.6,35.2,3.4,23.2,12.7,1.6580998176090198,110.43705255513201,39.11167861553524,1.4041,38.3,30.450000000000003,72.5,37.0,36.949999999999996,42.12219451371571,37.2,29.299999999999997,20.6,41.949999999999996,35.5,34.0,32.550000000000004,39.55,50.65,19.2,34.7,38.95,38.45,24.368376637797002,43.1,37.02394775036284,37.02472010834813,40.13493832098485,24.37995442497461,24.344015972818593,35.68767228177642,38.45,30.450000000000003,72.44999999999999,29.8,36.949999999999996,37.0,29.299999999999997,20.2,42.15,35.449999999999996,34.15,32.550000000000004,39.599999999999994,50.65,19.2,34.7,38.8,24.3,40.35,33.7,37.9,1.9,-7.5,-7.5,32.2,32.2,5642.5,5.25854,5.1951,4.7796,45.66760461349441,66.49135666898535,68.227397670758,68.0002005504698,213.5,317.5,531.0,360.5,565.5,925.5,574.0,882.5,1456.5,674500.0,954.75,3.1,99.70159043865509,6.1,100.276576569131,1.9,100.55831559073401,35.2,100.36714813218201,111.32850729999998,100.065017021614,5.25854,100.006286724145,100.267618427866,100.246296272878,41.52913013837804,100.024587847394,100.02659729403601,78.96598811768929,10.25,13.35,11.899999999999999,3.25,4.2,3.75,4.35,5.55,5.0,247068.0161276074,161238.1637552797,21.58580807320603,22.564654110515235,,36.22402310947897,,30.87855505050066,,37.97954067310678,,32.42152079563726,42.58006168945019,44.481181322647565,40.818068530583645,38.730134604746716,38.93816422311617,36.91699153537185,40.79170938355269,38.271108896380284,43.88773307362918,39.56510593421315,,94.09215898675089,70.55854217317163,193.466122176848,109.497021839841,134.3109987357775,101.42678347934898,112.71069131178248,68.18408199987152,93.74839647652445,67.34356938610733,40.250419993002325,65.56882324254116,38.1805505975819,-5.37479017986854,-0.137199743586608
2001-07-01,1.5,-3.9,-3.9,5.3,-13.1,27.3,30.9,29.5,15.9,15.9,20.0,37.3,12.7,-12.1,-12.1,-22.2,17.4,-22.6,3.8,-1.1,-13.2,-21.8,7.5,17.8,17.8,31.3,14.6,19.8,9.4,1.62786911932281,110.54660461881399,38.417054192898654,1.4257,36.1,30.400000000000002,67.25,36.85,36.900000000000006,42.12219451371571,36.3,29.299999999999997,20.15,41.2,35.8,34.3,31.000000000000004,40.0,50.85,19.2,34.75,38.35,38.1,23.347830718981722,41.949999999999996,36.8268115942029,36.75825158850934,40.019369315979446,24.57713407090911,24.554017435899283,35.86131498470948,36.25,30.450000000000003,67.2,29.55,36.900000000000006,36.1,29.299999999999997,19.900000000000002,41.3,35.75,34.45,31.000000000000004,40.050000000000004,50.85,19.2,34.75,38.300000000000004,23.400000000000002,40.3,34.0,37.5,2.5,-6.4,-6.4,14.0,14.0,5529.1,5.25436,5.2037,5.2943,45.64929593558884,66.6202364885536,67.96687478914035,67.93543233334175,227.5,345.5,573.0,368.0,563.5,931.5,596.0,908.5,1504.5,665000.0,956.8,3.1,99.43161852125459,3.8,100.179884586157,2.5,100.38530821732,31.3,100.203672581928,108.13001070000001,99.91195328998378,5.25436,100.17276441577101,100.170693218361,100.157093455123,41.51665886407641,100.00416255690901,100.004502245336,79.16853461204141,10.75,14.100000000000001,12.55,3.3,4.15,3.75,4.5,5.699999999999999,5.199999999999999,250063.03040067997,163953.39849045905,19.231715729991485,20.178372510468385,,36.22402310947897,,24.168167808390308,,37.59271132640944,,31.661875442682085,42.63813457151914,44.53540093389421,40.83262932062566,38.78354555382418,38.60403150362429,36.52822155806746,40.760893414280034,38.271108896380284,43.88804356763588,39.709646935579066,,92.34230480793279,70.44864972624549,201.466788899075,108.20648577101299,126.11883691529701,101.176470588235,110.36560540672602,67.41513648065758,88.1039938424699,59.32965129142584,41.06989541588639,66.3976861754779,33.868632847868355,-3.9334140758986904,-6.09522768964309
2001-08-01,9.2,2.6,2.6,12.6,-7.5,25.7,31.5,40.6,19.5,19.5,13.8,32.6,13.7,-15.0,-15.0,-22.9,12.9,-26.6,-5.6,-1.8,-11.9,-22.4,-1.7,10.2,10.2,24.0,8.4,19.7,7.7,1.5910898965791598,109.269370640308,36.81985249112054,1.46,36.3,30.45,69.85000000000001,37.05,36.85,42.3953300124533,36.9,29.299999999999997,20.0,41.6,35.75,34.949999999999996,32.2,42.4,50.95,19.2,34.65,38.35,38.449999999999996,24.05119549929676,42.349999999999994,36.99717800289436,36.85680005757275,40.39803439803441,24.752161524530127,24.742536485558745,36.08170731707318,36.449999999999996,30.45,69.75,29.55,36.85,36.699999999999996,29.299999999999997,19.8,41.75,35.7,35.15,32.2,42.5,50.949999999999996,19.2,34.65,38.199999999999996,24.099999999999998,40.65,34.25,37.85,-1.0,-17.9,-17.9,15.2,15.2,5345.0,4.996580000000001,4.9854,4.8046,45.797419611222644,66.4917205991987,67.93479687870784,68.0009176390858,233.0,342.5,575.5,371.0,561.5,932.5,604.0,904.5,1508.5,671500.0,962.2,3.1,99.0943556583187,-5.6,100.051831278548,-1.0,100.184437555076,24.0,100.04476635461,110.923907,99.72381808598558,4.996580000000001,100.343900968328,100.05299459538601,100.048772318971,41.46321611086689,99.962028002745,99.95893862780659,79.3709678290401,10.9,14.0,12.55,3.3,4.15,3.8,4.550000000000001,5.699999999999999,5.15,252985.7015631892,163011.03991953452,19.36880104790607,20.318384124458625,,36.38613587769268,,23.3815945726461,,37.52412443960287,,31.661875442682085,42.80920079440076,44.25207805397246,41.2585509285883,38.98339760829139,38.54995977096406,36.380867512246624,41.173870624103564,38.47194729264059,43.588119313583334,39.90967443896534,,91.34238813432196,71.17753111493347,200.01666805567152,108.70284579748501,127.180783817952,102.87859824780949,111.098444752056,68.7445887445886,90.20781664243566,43.15926976653781,40.28682416122588,65.41324848022485,33.28138431952545,-8.03987337408658,-1.7068463748708302
2001-09-01,-0.9,-1.0,-1.0,12.3,-14.2,26.2,8.9,28.3,8.2,8.2,3.4,23.2,12.5,-16.3,-16.3,-23.5,20.5,-25.4,-3.1,-4.1,-11.4,-20.0,-4.9,7.4,7.4,23.6,3.6,15.6,5.1,1.60771704180064,110.52420975494499,34.27256385268185,1.4702,36.0,30.5,71.8,37.15,36.800000000000004,42.61986301369864,36.949999999999996,29.299999999999997,19.95,42.199999999999996,35.8,33.4,30.849999999999998,42.8,50.85,19.25,34.7,38.699999999999996,38.35,23.38860689131091,42.5,37.16734104046242,36.78057182919703,40.23401048658781,24.540489461476824,24.570189775420026,35.92370820668693,36.15,30.55,71.7,29.599999999999998,36.800000000000004,36.75,29.299999999999997,19.85,42.300000000000004,35.75,33.550000000000004,30.849999999999998,42.95,50.85,19.25,34.7,38.6,23.4,40.5,33.85,37.699999999999996,0.2,-14.3,-14.3,13.4,13.4,4903.4,4.7294599999999996,4.9876,4.8526,45.88245922176097,66.78185616331875,67.9023155615694,67.90372049535526,231.0,324.5,555.5,367.0,563.0,930.0,597.5,887.5,1485.5,656500.0,943.25,3.05,98.7456628916856,-3.1,99.94598076355021,0.2,100.02466385436199,23.6,99.90812162529991,97.11482926,99.5110677829327,4.7294599999999996,100.508347979771,99.95855590285049,99.96185790813391,41.41976900450739,99.89968750452259,99.8915627098247,79.5732882291754,10.75,13.5,12.2,3.3,4.15,3.8,4.5,5.6,5.1,253790.73498684552,166620.95337652136,17.66938102447438,18.61603780495128,,36.56648271668574,,18.2642269091262,,37.31226507883292,,31.221702777151474,42.68725666727428,44.15763709399855,41.09040379862741,38.96870414726276,38.04444749442335,36.03321145093248,41.064319037691895,38.54869099982798,43.39088277848333,39.91582778590259,,98.7917673527204,71.07835302148622,199.816651387616,106.717405691595,129.456384323641,100.07509386733425,109.92590179952799,67.62071361042157,90.56700590096645,110.92285364852232,41.3917362567776,66.03322984215586,24.864566009246342,-1.50555679290591,-3.04275901195615
2001-10-01,-3.2,-3.2,-3.2,6.6,-13.1,26.4,13.0,11.4,1.6,1.6,8.5,14.9,19.8,-20.0,-20.0,-20.8,14.8,-26.4,-18.8,-7.8,-20.0,-31.1,-9.9,3.9,3.9,19.1,2.6,13.8,2.1,1.6095284081763999,110.12702033017,35.313402266143164,1.4556,36.199999999999996,30.7,70.85000000000001,37.0,36.849999999999994,42.60434782608695,36.65,29.299999999999997,18.55,41.8,35.800000000000004,33.15,30.700000000000003,43.4,50.7,19.15,34.849999999999994,38.4,38.25,22.921165866924863,42.199999999999996,37.01887608069163,36.75418338797547,40.11920894652855,24.510155269245328,24.522230784874075,35.892424242424234,36.3,30.75,70.80000000000001,29.200000000000003,36.849999999999994,36.449999999999996,29.299999999999997,18.700000000000003,41.949999999999996,35.75,33.300000000000004,30.700000000000003,43.5,50.699999999999996,19.15,34.849999999999994,38.4,23.0,40.4,33.85,37.550000000000004,-4.4,-26.3,-26.3,23.2,23.2,5039.7,4.42821,4.8253,4.5973,46.23249918012362,67.2654154368521,68.1304915949505,68.06622367267585,233.5,315.0,549.0,371.0,559.5,930.0,604.5,874.5,1479.0,640500.0,935.7,3.05,98.44183032223091,-18.8,99.8965643130204,-4.4,99.9507900788,19.1,99.84803992060141,99.19169732,99.2973229721413,4.42821,100.624205305994,99.91873466455928,99.925209375928,41.41368298736763,99.82275643614159,99.80848029747119,79.7754964323843,10.95,13.25,12.149999999999999,3.3,4.15,3.8,4.550000000000001,5.55,5.05,257117.465225969,167234.65686225583,16.855836339968594,17.801029972407687,,36.65665613618229,,9.246132340805403,,36.67715537764658,,31.050879884099736,42.71127850183232,43.82505850061225,41.5337898900194,39.10022901394267,38.045342732932426,35.94020257368824,41.51652589080197,38.67953676808697,43.97363679889815,40.063270112883544,,98.34180484959589,72.6657011743019,206.81723476956398,108.20648577101299,134.5638432364095,108.235294117647,113.1503949189805,69.70832530043062,92.05507568630804,67.60432837762166,41.28638215925984,67.4849712461915,28.563582223164897,-2.59184714095951,-3.8200611507637596
2001-11-01,-4.2,-3.6,-3.6,7.1,-14.3,24.4,12.0,30.4,6.5,6.5,4.5,13.3,22.9,-22.2,-22.2,-21.2,21.3,-31.5,-14.0,-13.6,-25.8,-32.5,-9.7,4.7,4.7,18.8,5.1,11.1,3.1,1.6030779095864098,110.261401609239,35.51740546299571,1.4255,35.7,30.45,71.15,36.9,36.8,42.462484548825714,36.6,29.299999999999997,18.5,42.35,36.3,31.4,25.45,42.9,50.949999999999996,19.15,34.9,38.3,38.050000000000004,20.14653992020884,41.8,36.871264367816096,36.7335711017317,40.16883116883117,24.445378092505237,24.432897290598508,35.814145234493196,35.85,30.5,71.05,29.150000000000002,36.8,36.4,29.299999999999997,18.6,42.5,36.35,31.45,25.45,43.05,50.900000000000006,19.15,34.9,38.300000000000004,20.25,40.349999999999994,33.7,37.3,-1.9,-20.5,-20.5,15.3,15.3,5203.6,3.99675,4.6271,3.5761,46.37982458137122,67.74887073032454,68.5539589378683,68.39087148300915,225.5,315.5,541.0,369.5,564.5,934.5,595.0,880.5,1475.5,599000.0,942.95,3.05,98.28439229976308,-14.0,99.9523040831588,-1.9,99.99404409245159,18.8,99.8636127842293,103.2915665,99.1141705922222,3.99675,100.686348536103,99.96988100229021,99.97228069480141,41.490382367756915,99.7383904833547,99.7174479533001,79.9775925817345,10.55,13.25,12.0,3.3,4.15,3.8,4.5,5.55,5.05,258711.12389207946,168485.05864856913,14.19189311774765,15.13854989822455,,36.72824840138491,,5.254335292345395,,35.880086620480064,,30.37920891686226,42.446059080394136,43.82505850061225,41.326199675598886,39.04670831927406,37.80081848399339,35.75418481919974,41.393880759341634,38.717857328780546,43.96665119286314,40.26862789985081,,109.1409049245895,71.74793916674172,209.417451454288,108.80211780278,137.6991150442475,107.584480600751,111.049588795701,67.78568728538716,90.156503891217,66.3660520601332,42.05028493883524,71.06203193580005,30.95381020065836,-8.82653976793775,-6.21226610495834
